"DonorName","RequestYear","highP20","commitment_value","disbursement_value","commitment_value_total","disbursement_value_total","share_commitments"
"United States",2001,"high P20 headcounts",2504.24651387,2504.24651387,12826.99074446,12826.99074446,0.195232581340373
"United States",2002,"regional aid",1918.86834523,1918.86834523,15656.83682265,15656.83682265,0.122557855521242
"United States",2002,"other countries",10095.87147643,10095.87147643,15656.83682265,15656.83682265,0.644821913314239
"United States",2002,"high P20 headcounts",3642.09700099,3642.09700099,15656.83682265,15656.83682265,0.232620231164519
"United States",2003,"regional aid",2680.49303186,2680.49303186,26890.67970958,26890.67970958,0.0996811185440231
"United States",2003,"other countries",18046.62825094,18046.62825094,26890.67970958,26890.67970958,0.671110899607002
"United States",2003,"high P20 headcounts",6163.55842678,6163.55842678,26890.67970958,26890.67970958,0.229207981848975
"United States",2004,"regional aid",3563.45098316,3563.45098316,29401.12223824,29401.12223824,0.121201189338455
"United States",2004,"other countries",21152.32565796,21152.32565796,29401.12223824,29401.12223824,0.719439397127795
"United States",2004,"high P20 headcounts",4685.34559712,4685.34559712,29401.12223824,29401.12223824,0.159359413533749
"United States",2005,"regional aid",3917.07564939,3917.07564939,33607.05344828,33607.05344828,0.116555164689408
"United States",2005,"other countries",23659.72714058,23659.72714058,33607.05344828,33607.05344828,0.70401075705704
"United States",2005,"high P20 headcounts",6030.25065831,6030.25065831,33607.05344828,33607.05344828,0.179434078253553
"United States",2006,"regional aid",3175.20673051,3175.20673051,28540.2246243,28540.2246243,0.111253740021602
"United States",2006,"other countries",17308.49361769,17308.49361769,28540.2246243,28540.2246243,0.606459614300058
"United States",2006,"high P20 headcounts",8056.5242761,8056.5242761,28540.2246243,28540.2246243,0.28228664567834
"United States",2007,"regional aid",3835.68832223954,3835.68832223954,28300.3727546919,28300.3727546919,0.135534904627842
"United States",2007,"other countries",17064.9764396764,17064.9764396764,28300.3727546919,28300.3727546919,0.60299475867671
"United States",2007,"high P20 headcounts",7399.70799277598,7399.70799277598,28300.3727546919,28300.3727546919,0.261470336695448
"United States",2008,"regional aid",5429.7424842785,5429.7424842785,35100.6548427387,35100.6548427387,0.154690632086648
"United States",2008,"other countries",20118.9277413369,20118.9277413369,35100.6548427387,35100.6548427387,0.573178131048426
"United States",2008,"high P20 headcounts",9551.98461712338,9551.98461712338,35100.6548427387,35100.6548427387,0.272131236864927
"United States",2009,"regional aid",4682.2945825702,4682.2945825702,32625.0034176761,32625.0034176761,0.143518592860387
"United States",2009,"other countries",19059.1270538926,19059.1270538926,32625.0034176761,32625.0034176761,0.584187741220785
"United States",2009,"high P20 headcounts",8883.58178121334,8883.58178121334,32625.0034176761,32625.0034176761,0.272293665918828
"United States",2010,"regional aid",5077.4546552534,5077.4546552534,32375.5398002006,32375.5398002006,0.156829961340813
"United States",2010,"other countries",17601.0568730261,17601.0568730261,32375.5398002006,32375.5398002006,0.54365292383224
"United States",2010,"high P20 headcounts",9697.0282719211,9697.0282719211,32375.5398002006,32375.5398002006,0.299517114826948
"United States",2011,"regional aid",5039.929097604,5039.929097604,31800.815531305,31800.815531305,0.158484271972291
"United States",2011,"other countries",16008.868895571,16008.868895571,31800.815531305,31800.815531305,0.50341063988789
"United States",2011,"high P20 headcounts",10752.01753813,10752.01753813,31800.815531305,31800.815531305,0.338105088139819
"United States",2012,"regional aid",3901.100315396,3901.100315396,26432.3216455343,26432.3216455343,0.147588258334284
"United States",2012,"other countries",13254.4534468595,13254.4534468595,26432.3216455343,26432.3216455343,0.501448704529472
"United States",2012,"high P20 headcounts",9276.7678832788,9276.7678832788,26432.3216455343,26432.3216455343,0.350963037136244
"United States",2013,"regional aid",3494.0952030657,3494.0952030657,29077.7939669078,29077.7939669078,0.120163696291479
"United States",2013,"other countries",13816.3160218283,13816.3160218283,29077.7939669078,29077.7939669078,0.475150076293685
"United States",2013,"high P20 headcounts",11767.3827420138,11767.3827420138,29077.7939669078,29077.7939669078,0.404686227414836
"United States",2014,"regional aid",4148.337358344,4148.337358344,29035.5849836095,29035.5849836095,0.142870803556592
"United States",2014,"other countries",13089.531633565,13089.531633565,29035.5849836095,29035.5849836095,0.450809985090846
"United States",2014,"high P20 headcounts",11797.7159917005,11797.7159917005,29035.5849836095,29035.5849836095,0.406319211352562
"United States",2015,"regional aid",4177.94938691724,4177.94938691724,30368.4226605967,30368.4226605967,0.137575449130526
"United States",2015,"other countries",13111.8205938577,13111.8205938577,30368.4226605967,30368.4226605967,0.43175836757799
"United States",2015,"high P20 headcounts",13078.6526798218,13078.6526798218,30368.4226605967,30368.4226605967,0.430666183291483
"United States",2016,"regional aid",3040.412415,3040.412415,31114.091454,31114.091454,0.097718180827971
"United States",2016,"other countries",14371.787548,14371.787548,31114.091454,31114.091454,0.461906064949628
"United States",2016,"high P20 headcounts",13701.891491,13701.891491,31114.091454,31114.091454,0.440375754222401
"United States",2017,"regional aid",3287.1067218853,3287.1067218853,30516.2817220474,30516.2817220474,0.107716488916487
"United States",2017,"other countries",13457.7690729812,13457.7690729812,30516.2817220474,30516.2817220474,0.4410029110217
"United States",2017,"high P20 headcounts",13771.4059271809,13771.4059271809,30516.2817220474,30516.2817220474,0.451280600061813
